,customer_id,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,country,state,city,zip_code,total_population,latitude,longitude,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,Unnamed: 0.1,Unnamed: 0,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,satisfaction_score,cltv,customer_status,churn_score,churn_label,churn_value,churn_category,churn_reason
2562,3663-MITLP,Month-to-Month,Yes,Electronic check,101.25,16.82,1457.25,0.0,0,252.3,1709.55,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,United States,California,Marina,93933,21759,36.689582,-121.758398,15,No,26,Yes,,No,0,2562,2562,Female,43,No,No,No,No,0,No,3,3968,Churned,85,Yes,1,Dissatisfaction,Lack of self-service on Website
2563,3665-JATSN,Month-to-Month,Yes,Electronic check,39.7,0.0,710.05,0.0,110,0.0,820.05,No,Yes,No,Yes,No,No,No,Yes,Yes,DSL,United States,California,Mount Shasta,96067,7309,41.33832,-122.290756,19,No,59,No,,No,0,2563,2563,Female,19,Yes,No,No,No,0,No,5,4034,Stayed,65,No,0,Not Applicable,
2564,3668-QPYBK,Month-to-Month,Yes,Mailed check,53.85,10.47,108.15,0.0,0,20.94,129.09,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,United States,California,Los Angeles,90003,58198,33.964131,-118.272783,2,No,21,Yes,,No,0,2564,2564,Male,37,No,No,No,No,0,No,1,3239,Churned,86,Yes,1,Competitor,Competitor made better offer
2565,3669-LVWZB,Month-to-Month,Yes,Mailed check,51.0,0.0,305.95,0.0,0,0.0,305.95,No,Yes,No,Yes,No,No,Yes,Yes,Yes,DSL,United States,California,Tahoma,96142,1291,39.061227,-120.179546,5,No,59,Yes,,No,0,2565,2565,Male,20,Yes,No,No,No,0,No,2,4630,Churned,86,Yes,1,Price,Long distance charges
2566,3669-OYSJI,Month-to-Month,No,Credit card (automatic),46.2,48.58,46.2,0.0,0,48.58,94.78,Yes,Yes,No,No,No,No,No,No,No,DSL,United States,California,Porter Ranch,91326,28067,34.281911,-118.556218,1,No,21,Yes,Offer E,No,0,2566,2566,Male,47,No,No,No,No,0,No,2,4167,Churned,76,Yes,1,Attitude,Attitude of support person
2567,3669-WHAFY,Two Year,Yes,Credit card (automatic),115.15,9.44,8078.1,0.0,0,670.24,8748.34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,United States,California,Whittier,90604,37887,33.929704,-118.01208,71,Yes,9,Yes,Offer A,Yes,7,2567,2567,Female,57,No,No,Yes,No,0,Yes,3,4144,Stayed,24,No,0,Not Applicable,
2568,3671-SHRSP,Month-to-Month,Yes,Mailed check,80.6,14.3,319.15,0.0,0,57.2,376.35,Yes,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic,United States,California,Marina,93933,21759,36.689582,-121.758398,4,No,2,Yes,Offer E,Yes,1,2568,2568,Male,46,No,No,Yes,No,0,Yes,3,3080,Churned,86,Yes,1,Competitor,Competitor offered more data
2569,3672-YITQD,Month-to-Month,Yes,Electronic check,84.1,31.65,3021.6,0.0,0,1139.4,4161.0,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic,United States,California,Castaic,91384,22177,34.506627,-118.699048,36,Yes,15,Yes,Offer C,Yes,1,2569,2569,Male,71,No,Yes,Yes,No,0,Yes,1,2987,Churned,79,Yes,1,Competitor,Competitor made better offer
2570,3675-EQOZA,Month-to-Month,No,Bank transfer (automatic),20.65,42.52,93.55,0.0,0,212.6,306.15,Yes,No,No,No,No,No,No,No,No,,United States,California,Newport Beach,92660,28687,33.634626,-117.874882,5,No,0,No,Offer E,No,0,2570,2570,Male,40,No,No,No,No,0,No,4,5597,Stayed,60,No,0,Not Applicable,
2571,3675-YDUPJ,Month-to-Month,Yes,Mailed check,19.85,1.98,193.05,0.0,0,19.8,212.85,Yes,No,No,No,No,No,No,No,No,,United States,California,Rancho Cucamonga,91737,23079,34.245289,-117.642503,10,No,0,No,Offer D,No,0,2571,2571,Male,29,Yes,No,No,No,0,No,4,3768,Stayed,58,No,0,Not Applicable,
2572,3677-IYRBF,Month-to-Month,Yes,Electronic check,30.4,0.0,78.65,0.0,0,0.0,78.65,No,Yes,No,No,Yes,No,No,No,No,DSL,United States,California,Newcastle,95658,6096,38.883224,-121.15918,2,No,13,Yes,,No,0,2572,2572,Female,73,No,Yes,No,No,0,No,1,4002,Churned,90,Yes,1,Attitude,Attitude of support person
2573,3677-TNKIO,Month-to-Month,Yes,Credit card (automatic),71.0,36.25,914.0,0.0,0,507.5,1421.5,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,Templeton,93465,7918,35.536115,-120.739231,14,No,52,Yes,,No,0,2573,2573,Female,27,Yes,No,No,No,0,No,1,3228,Churned,95,Yes,1,Other,Don't know
2574,3678-MNGZX,Two Year,No,Bank transfer (automatic),19.95,35.89,1377.7,28.98,0,2440.52,3789.24,Yes,No,No,No,No,No,No,No,No,,United States,California,Porter Ranch,91326,28067,34.281911,-118.556218,68,No,0,No,Offer A,Yes,1,2574,2574,Male,45,No,No,Yes,Yes,3,Yes,3,4165,Stayed,53,No,0,Not Applicable,
2575,3679-XASPY,Month-to-Month,No,Electronic check,19.45,16.44,19.45,0.0,0,16.44,35.89,Yes,No,No,No,No,No,No,No,No,,United States,California,Inglewood,90305,13779,33.958134,-118.330905,1,No,0,No,Offer E,Yes,1,2575,2575,Female,38,No,No,Yes,Yes,2,Yes,3,5612,Joined,26,No,0,Not Applicable,
2576,3680-CTHUH,One Year,Yes,Credit card (automatic),116.6,44.24,7049.5,0.0,0,2654.4,9703.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,United States,California,Kneeland,95549,264,40.664483,-123.865325,60,Yes,52,Yes,,No,0,2576,2576,Male,22,Yes,No,No,No,0,No,3,5680,Stayed,74,No,0,Not Applicable,
2577,3682-YEUWS,Month-to-Month,Yes,Mailed check,24.4,4.16,253.9,0.0,0,41.6,295.5,Yes,No,No,No,No,No,No,No,No,,United States,California,Tulelake,96134,2595,41.813521,-121.492666,10,Yes,0,No,,Yes,4,2577,2577,Male,27,Yes,No,Yes,Yes,1,Yes,5,4458,Stayed,54,No,0,Not Applicable,
2578,3683-QKIUE,Month-to-Month,Yes,Bank transfer (automatic),50.8,21.91,288.05,0.0,0,131.46,419.51,Yes,Yes,No,No,No,Yes,No,No,No,DSL,United States,California,San Francisco,94107,17372,37.768881,-122.395521,6,No,12,Yes,Offer E,No,0,2578,2578,Female,51,No,No,No,No,0,No,2,4713,Churned,88,Yes,1,Competitor,Competitor offered higher download speeds
2579,3685-YLCMQ,One Year,Yes,Electronic check,104.65,41.14,6219.6,0.0,40,2386.12,8645.72,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,United States,California,Dobbins,95935,614,39.381174,-121.21191,58,Yes,25,No,Offer B,No,0,2579,2579,Male,34,No,No,No,No,0,No,2,5411,Churned,66,Yes,1,Dissatisfaction,Service dissatisfaction
2580,3688-FTHLT,Month-to-Month,Yes,Bank transfer (automatic),63.05,42.73,1067.05,0.0,10,683.68,1760.73,Yes,Yes,No,No,No,No,No,Yes,Yes,DSL,United States,California,Flournoy,96029,84,39.84784,-122.544556,16,Yes,23,No,,No,0,2580,2580,Female,56,No,No,No,No,0,No,3,3214,Stayed,73,No,0,Not Applicable,
2581,3689-MOZGR,Month-to-Month,Yes,Electronic check,31.2,0.0,926.2,0.0,0,0.0,926.2,No,Yes,No,No,No,Yes,No,No,No,Cable,United States,California,Irvine,92618,6301,33.667145,-117.732135,29,No,59,Yes,,No,0,2581,2581,Female,30,No,No,No,No,0,No,5,4761,Stayed,39,No,0,Not Applicable,
2582,3692-JHONH,One Year,Yes,Electronic check,106.5,27.74,5621.85,0.0,90,1442.48,7154.33,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic,United States,California,Kettleman City,93239,1809,35.996923,-120.000951,52,Yes,18,No,,Yes,9,2582,2582,Female,70,No,Yes,Yes,No,0,Yes,5,4499,Stayed,57,No,0,Not Applicable,
2583,3694-DELSO,Month-to-Month,No,Credit card (automatic),38.55,0.0,156.1,0.0,0,0.0,156.1,No,Yes,Yes,No,No,No,Yes,No,No,DSL,United States,California,Olancha,93549,318,36.296851,-117.865469,4,No,53,Yes,,Yes,3,2583,2583,Male,56,No,No,Yes,Yes,3,Yes,4,3824,Stayed,40,No,0,Not Applicable,
2584,3694-GLTJM,Month-to-Month,Yes,Credit card (automatic),19.65,41.93,92.05,0.0,0,209.65,301.7,Yes,No,No,No,No,No,No,No,No,,United States,California,Corning,96021,13840,39.913777,-122.289984,5,No,0,No,,No,0,2584,2584,Female,62,No,No,No,No,0,No,3,2878,Stayed,42,No,0,Not Applicable,
2585,3696-DFHHB,Two Year,No,Bank transfer (automatic),25.5,9.82,1821.8,16.85,0,667.76,2472.71,Yes,No,No,No,No,No,No,No,No,,United States,California,Big Bend,96011,265,41.096569,-121.879082,68,Yes,0,No,,No,0,2585,2585,Female,50,No,No,No,No,0,No,5,5182,Stayed,37,No,0,Not Applicable,
2586,3696-XRIEN,One Year,Yes,Credit card (automatic),82.5,21.25,4179.1,21.35,0,1062.5,5220.25,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,United States,California,San Jose,95124,45257,37.257063,-121.923037,50,Yes,2,Yes,Offer B,No,0,2586,2586,Female,59,No,No,No,No,0,No,4,5258,Stayed,71,No,0,Not Applicable,
2587,3701-SFMUH,Month-to-Month,No,Credit card (automatic),69.7,5.17,516.15,0.0,0,36.19,552.34,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Cable,United States,California,Trabuco Canyon,92679,32268,33.631119,-117.567346,7,No,51,Yes,Offer E,Yes,6,2587,2587,Male,63,No,No,Yes,Yes,3,Yes,3,4326,Stayed,50,No,0,Not Applicable,
2588,3703-KBKZP,Two Year,Yes,Bank transfer (automatic),74.45,22.02,1261.35,0.0,0,352.32,1613.67,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,Standish,96128,408,40.346634,-120.386422,16,Yes,5,Yes,Offer D,No,0,2588,2588,Male,70,No,Yes,No,No,0,No,5,5111,Stayed,47,No,0,Not Applicable,
2589,3703-TTEPD,Month-to-Month,No,Bank transfer (automatic),65.35,16.16,1424.4,0.0,0,339.36,1763.76,Yes,Yes,Yes,No,Yes,No,Yes,No,No,DSL,United States,California,Irvine,92614,22499,33.680302,-117.833296,21,No,42,Yes,,No,0,2589,2589,Male,28,Yes,No,No,No,0,No,3,2887,Stayed,45,No,0,Not Applicable,
2590,3703-VAVCL,Month-to-Month,No,Credit card (automatic),90.0,46.92,190.05,0.0,0,93.84,283.89,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber Optic,United States,California,Strawberry Valley,95981,101,39.58458,-121.093256,2,No,7,Yes,,Yes,1,2590,2590,Male,51,No,No,Yes,No,0,Yes,2,3902,Churned,91,Yes,1,Competitor,Competitor made better offer
2591,3704-IEAXF,Two Year,No,Credit card (automatic),53.65,0.0,3784.0,0.0,0,0.0,3784.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,United States,California,Los Angeles,90063,55668,34.044271,-118.185237,72,No,53,Yes,,Yes,9,2591,2591,Female,49,No,No,Yes,Yes,3,Yes,3,5498,Stayed,47,No,0,Not Applicable,
2592,3705-PSNGL,One Year,Yes,Electronic check,20.4,25.4,930.45,0.0,0,1143.0,2073.45,Yes,No,No,No,No,No,No,No,No,,United States,California,Cerritos,90703,51556,33.8681,-118.067402,45,No,0,No,Offer B,No,0,2592,2592,Male,49,No,No,No,No,0,No,3,5398,Churned,87,Yes,1,Price,Long distance charges
2593,3705-RHRFR,Two Year,No,Bank transfer (automatic),99.15,45.35,6875.35,0.0,0,3129.15,10004.5,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,United States,California,Ukiah,95482,30988,39.134075,-123.23422,69,Yes,19,Yes,,Yes,6,2593,2593,Female,52,No,No,Yes,No,0,Yes,3,5031,Stayed,45,No,0,Not Applicable,
2594,3707-GNWHM,Month-to-Month,Yes,Mailed check,74.25,21.8,74.25,0.0,0,21.8,96.05,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,Carmel Valley,93924,6691,36.414611,-121.6386,1,Yes,42,Yes,,No,0,2594,2594,Male,28,Yes,No,No,No,0,No,1,4750,Churned,93,Yes,1,Other,Don't know
2595,3707-LRWZD,One Year,No,Electronic check,84.05,40.26,2781.85,0.0,0,1288.32,4070.17,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,United States,California,Oakland,94611,36517,37.828416,-122.216005,32,Yes,14,Yes,,No,0,2595,2595,Female,44,No,No,No,No,0,No,2,3553,Churned,68,Yes,1,Other,Moved
2596,3709-OIJEA,One Year,Yes,Electronic check,85.2,29.72,2184.6,0.0,0,772.72,2957.32,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Fiber Optic,United States,California,Geyserville,95441,2349,38.731771,-123.064272,26,No,11,Yes,,No,0,2596,2596,Male,51,No,No,No,No,0,No,5,5156,Stayed,52,No,0,Not Applicable,
2597,3712-PKXZA,One Year,Yes,Credit card (automatic),20.55,19.27,1252.0,0.0,0,1175.47,2427.47,Yes,No,No,No,No,No,No,No,No,,United States,California,Glendale,91201,23981,34.17051,-118.289463,61,No,0,No,,Yes,3,2597,2597,Male,22,Yes,No,Yes,No,0,Yes,4,5110,Stayed,42,No,0,Not Applicable,
2598,3714-JTVOV,Month-to-Month,Yes,Credit card (automatic),74.15,2.9,3229.4,0.0,0,121.8,3351.2,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,United States,California,Crows Landing,95313,1508,37.435664,-121.049056,42,No,21,Yes,Offer B,Yes,1,2598,2598,Female,76,No,Yes,Yes,No,0,Yes,1,2322,Churned,94,Yes,1,Attitude,Attitude of support person
2599,3714-NTNFO,Month-to-Month,Yes,Electronic check,84.5,27.2,3906.7,0.0,0,1332.8,5239.5,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,United States,California,Los Angeles,90048,21739,34.072945,-118.37267,49,Yes,24,Yes,Offer B,No,0,2599,2599,Female,49,No,No,No,No,0,No,5,6434,Stayed,71,No,0,Not Applicable,
2600,3714-XPXBW,Month-to-Month,Yes,Credit card (automatic),78.9,42.41,2976.95,0.0,30,1569.17,4576.12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,United States,California,Santa Cruz,95062,36631,36.974575,-121.991149,37,Yes,4,No,,No,0,2600,2600,Female,43,No,No,No,No,0,No,4,3801,Stayed,64,No,0,Not Applicable,
2601,3716-BDVDB,Month-to-Month,Yes,Electronic check,69.1,38.66,69.1,0.0,0,38.66,107.76,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,San Diego,92130,28201,32.957195,-117.202542,1,No,18,Yes,Offer E,No,0,2601,2601,Male,62,No,No,No,No,0,No,1,5795,Churned,82,Yes,1,Competitor,Competitor made better offer
2602,3716-LRGXK,Two Year,No,Credit card (automatic),101.15,10.05,6067.4,0.0,0,603.0,6670.4,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,United States,California,San Jose,95136,36944,37.270938,-121.851046,60,Yes,48,Yes,,No,0,2602,2602,Male,27,Yes,No,Yes,No,0,Yes,3,5301,Stayed,35,No,0,Not Applicable,
2603,3716-UVSPD,Month-to-Month,Yes,Electronic check,49.3,14.97,49.3,0.0,10,14.97,74.27,Yes,Yes,No,No,No,Yes,No,No,No,DSL,United States,California,San Juan Capistrano,92675,34321,33.521447,-117.602555,1,No,5,No,,No,0,2603,2603,Male,54,No,No,No,No,0,No,3,4209,Joined,45,No,0,Not Applicable,
2604,3717-FDJFU,Two Year,No,Mailed check,20.45,29.15,106.9,0.0,0,145.75,252.65,Yes,No,No,No,No,No,No,No,No,,United States,California,Montgomery Creek,96065,431,40.877552,-121.885884,5,No,0,No,Offer E,No,0,2604,2604,Male,19,Yes,No,No,Yes,1,No,3,3353,Stayed,75,No,0,Not Applicable,
2605,3717-LNXKW,Month-to-Month,No,Bank transfer (automatic),91.7,12.71,3479.05,0.0,0,482.98,3962.03,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic,United States,California,Glenn,95943,1454,39.597975,-122.032248,38,Yes,9,Yes,,Yes,3,2605,2605,Male,36,No,No,Yes,No,0,Yes,3,3676,Stayed,36,No,0,Not Applicable,
2606,3717-OEAUQ,Month-to-Month,No,Mailed check,70.7,2.72,129.2,0.0,10,5.44,144.64,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,Ione,95640,9752,38.33788,-120.954202,2,No,14,No,Offer E,No,0,2606,2606,Male,37,No,No,No,No,0,No,4,2388,Joined,38,No,0,Not Applicable,
2607,3717-OFRTN,Month-to-Month,No,Bank transfer (automatic),19.75,5.32,19.75,0.0,0,5.32,25.07,Yes,No,No,No,No,No,No,No,No,,United States,California,Dublin,94568,29636,37.713926,-121.928425,1,No,0,No,Offer E,No,0,2607,2607,Male,48,No,No,No,No,0,No,5,3595,Joined,43,No,0,Not Applicable,
2608,3719-TDVQB,Two Year,Yes,Mailed check,18.95,23.94,1031.1,0.0,0,1292.76,2323.86,Yes,No,No,No,No,No,No,No,No,,United States,California,Ripon,95366,12646,37.750778,-121.13238,54,No,0,No,,Yes,3,2608,2608,Female,68,No,Yes,Yes,No,0,Yes,4,5548,Stayed,28,No,0,Not Applicable,
2609,3720-DBRWL,Two Year,Yes,Credit card (automatic),83.85,6.89,4307.1,0.0,0,351.39,4658.49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,United States,California,Tehama,96090,405,40.021787,-122.127576,51,No,41,Yes,Offer B,Yes,5,2609,2609,Male,20,Yes,No,Yes,No,0,Yes,3,5703,Stayed,53,No,0,Not Applicable,
2610,3721-CNEYS,Month-to-Month,Yes,Electronic check,70.95,15.33,137.95,0.0,0,30.66,168.61,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,Douglas City,96024,960,40.586588,-122.903677,2,No,26,Yes,,No,0,2610,2610,Female,45,No,No,No,No,0,No,1,5390,Churned,94,Yes,1,Dissatisfaction,Poor expertise of phone support
2611,3721-CNZHX,One Year,No,Mailed check,19.8,5.54,304.6,0.0,0,83.1,387.7,Yes,No,No,No,No,No,No,No,No,,United States,California,Berkeley,94704,21205,37.871416,-122.246597,15,No,0,No,,No,0,2611,2611,Male,49,No,No,No,No,0,No,4,5753,Stayed,28,No,0,Not Applicable,
2612,3721-WKIIL,Two Year,Yes,Mailed check,19.6,15.41,561.15,13.07,0,416.07,964.15,Yes,No,No,No,No,No,No,No,No,,United States,California,Smartville,95977,963,39.176595,-121.291692,27,No,0,No,,No,0,2612,2612,Female,62,No,No,No,No,0,No,5,2896,Stayed,21,No,0,Not Applicable,
2613,3722-WPXTK,Month-to-Month,Yes,Electronic check,88.35,14.26,88.35,0.0,0,14.26,102.61,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,United States,California,Benton,93512,340,37.653947,-118.231443,1,No,46,Yes,,No,0,2613,2613,Male,23,Yes,No,No,No,0,No,1,4254,Churned,72,Yes,1,Competitor,Competitor offered higher download speeds
2614,3723-BFBGR,Two Year,No,Credit card (automatic),54.8,8.66,1291.3,0.0,110,207.84,1609.14,Yes,Yes,No,Yes,No,No,No,No,No,Cable,United States,California,Borrego Springs,92004,2863,33.200369,-116.192313,24,Yes,27,No,,No,0,2614,2614,Male,74,No,Yes,No,No,0,No,5,4330,Stayed,25,No,0,Not Applicable,
2615,3724-BSCVH,One Year,No,Mailed check,20.45,37.59,242.4,0.0,0,375.9,618.3,Yes,No,No,No,No,No,No,No,No,,United States,California,Mecca,92254,8768,33.543835,-115.993906,10,No,0,No,Offer D,No,0,2615,2615,Male,37,No,No,Yes,Yes,1,Yes,4,4613,Stayed,54,No,0,Not Applicable,
2616,3724-UCSHY,Month-to-Month,No,Mailed check,19.55,36.54,122.9,0.0,0,219.24,342.14,Yes,No,No,No,No,No,No,No,No,,United States,California,Reedley,93654,25923,36.636638,-119.421842,6,No,0,No,Offer E,Yes,5,2616,2616,Male,48,No,No,Yes,Yes,3,Yes,3,3072,Stayed,25,No,0,Not Applicable,
2617,3726-TBHQT,Two Year,Yes,Bank transfer (automatic),114.0,25.45,8175.9,0.0,0,1806.95,9982.85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,United States,California,Catheys Valley,95306,986,37.394411,-120.127262,71,Yes,59,Yes,,No,0,2617,2617,Male,25,Yes,No,Yes,Yes,1,Yes,4,5600,Stayed,23,No,0,Not Applicable,
2618,3727-JEZTU,Month-to-Month,No,Mailed check,20.4,45.91,20.4,0.0,0,45.91,66.31,Yes,No,No,No,No,No,No,No,No,,United States,California,Bakersfield,93312,40836,35.392599,-119.245341,1,No,0,No,,No,0,2618,2618,Female,29,Yes,No,No,No,0,No,5,2152,Joined,21,No,0,Not Applicable,
2619,3727-OVPRY,One Year,Yes,Credit card (automatic),25.7,42.84,1714.55,0.0,0,2827.44,4541.99,Yes,No,No,No,No,No,No,No,No,,United States,California,Calabasas,91302,23661,34.130861,-118.68346,66,Yes,0,No,Offer A,Yes,3,2619,2619,Male,32,No,No,Yes,Yes,3,Yes,4,5517,Stayed,43,No,0,Not Applicable,
2620,3727-OWVYD,One Year,No,Mailed check,61.2,38.38,2021.2,0.0,0,1343.3,3364.5,Yes,Yes,Yes,Yes,Yes,No,No,No,No,DSL,United States,California,Campo,91906,3133,32.673483,-116.472863,35,No,82,Yes,,No,0,2620,2620,Male,24,Yes,No,No,No,0,No,3,2075,Stayed,70,No,0,Not Applicable,
2621,3727-RJMEO,Month-to-Month,Yes,Electronic check,82.85,8.59,460.25,48.95,0,51.54,462.84,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,United States,California,Rohnert Park,94928,42544,38.34719,-122.697822,6,Yes,28,Yes,,Yes,3,2621,2621,Male,34,No,No,Yes,No,0,Yes,1,4458,Churned,78,Yes,1,Competitor,Competitor had better devices
2622,3729-OWRVL,Two Year,Yes,Electronic check,110.35,44.23,7246.15,0.0,0,2874.95,10121.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Fiber Optic,United States,California,Pixley,93256,4198,35.957019,-119.330928,65,Yes,27,Yes,,No,0,2622,2622,Male,80,No,Yes,No,No,0,No,3,4295,Stayed,79,No,0,Not Applicable,
2623,3733-LSYCE,Month-to-Month,No,Bank transfer (automatic),75.35,30.09,1114.55,0.0,0,451.35,1565.9,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,United States,California,Samoa,95564,395,40.809636,-124.189977,15,No,71,Yes,,Yes,6,2623,2623,Female,22,Yes,No,Yes,No,0,Yes,5,4891,Stayed,67,No,0,Not Applicable,
2624,3733-UOCWF,One Year,Yes,Bank transfer (automatic),85.55,46.65,5251.75,0.0,0,2845.65,8097.4,Yes,Yes,No,Yes,No,Yes,No,No,No,Fiber Optic,United States,California,Helendale,92342,4948,34.757783,-117.33997,61,Yes,23,Yes,Offer B,Yes,5,2624,2624,Male,78,No,Yes,Yes,No,0,Yes,4,4845,Stayed,62,No,0,Not Applicable,
2625,3733-ZEECP,Month-to-Month,Yes,Electronic check,51.1,27.91,1232.9,0.0,0,614.02,1846.92,Yes,Yes,No,No,No,Yes,No,No,No,Cable,United States,California,Inglewood,90301,37527,33.956445,-118.358634,22,No,27,Yes,,Yes,3,2625,2625,Male,29,Yes,No,Yes,Yes,2,Yes,5,5329,Stayed,34,No,0,Not Applicable,
2626,3736-BLEPA,One Year,Yes,Bank transfer (automatic),91.25,13.69,2483.65,0.0,0,383.32,2866.97,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Fiber Optic,United States,California,Folsom,95630,51855,38.672638,-121.147403,28,No,12,Yes,Offer C,No,0,2626,2626,Male,50,No,No,No,No,0,No,5,2886,Stayed,41,No,0,Not Applicable,
2627,3737-GCSPV,Month-to-Month,Yes,Credit card (automatic),96.2,26.88,1222.05,0.0,0,295.68,1517.73,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Fiber Optic,United States,California,Millbrae,94030,20350,37.601248,-122.403099,11,Yes,19,Yes,,Yes,5,2627,2627,Female,60,No,No,Yes,No,0,Yes,1,3101,Churned,92,Yes,1,Competitor,Competitor had better devices
2628,3737-XBQDD,Month-to-Month,Yes,Bank transfer (automatic),84.85,13.13,2048.8,0.0,80,315.12,2443.92,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,United States,California,Mount Laguna,91948,81,32.830852,-116.444601,24,Yes,14,No,Offer C,No,0,2628,2628,Male,57,No,No,No,No,0,No,4,2941,Stayed,23,No,0,Not Applicable,
2629,3739-YBWAB,One Year,No,Mailed check,35.35,0.0,1317.95,0.0,0,0.0,1317.95,No,Yes,Yes,No,Yes,No,No,No,No,Cable,United States,California,Paramount,90723,55306,33.897122,-118.164432,36,No,23,Yes,Offer C,Yes,7,2629,2629,Male,37,No,No,Yes,No,0,Yes,4,3314,Stayed,60,No,0,Not Applicable,
2630,3740-RLMVT,One Year,Yes,Bank transfer (automatic),60.95,42.07,4119.4,17.19,0,2818.69,6920.9,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Cable,United States,California,Saint Helena,94574,9423,38.581354,-122.296283,67,No,12,Yes,Offer A,Yes,7,2630,2630,Male,79,No,Yes,Yes,No,0,Yes,3,5792,Stayed,41,No,0,Not Applicable,
2631,3744-ZBHON,Month-to-Month,No,Electronic check,20.2,31.81,65.95,0.0,0,95.43,161.38,Yes,No,No,No,No,No,No,No,No,,United States,California,Highland,92346,48245,34.129677,-117.154277,3,No,0,No,,No,0,2631,2631,Female,64,No,No,No,No,0,No,5,4369,Joined,24,No,0,Not Applicable,
2632,3744-ZRRDZ,Month-to-Month,Yes,Electronic check,82.35,12.76,1852.85,0.0,0,267.96,2120.81,Yes,Yes,No,Yes,No,No,No,No,Yes,Fiber Optic,United States,California,Torrance,90501,40705,33.833699,-118.314387,21,Yes,48,Yes,Offer D,No,0,2632,2632,Male,25,Yes,No,No,No,0,No,1,2902,Churned,90,Yes,1,Dissatisfaction,Network reliability
2633,3745-HRPHI,Two Year,No,Bank transfer (automatic),54.65,0.0,3632.0,46.75,0,0.0,3585.25,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,United States,California,Yuba City,95993,27786,39.075694,-121.70606,66,No,28,Yes,,No,0,2633,2633,Male,49,No,No,Yes,Yes,3,Yes,5,4051,Stayed,42,No,0,Not Applicable,
2634,3746-EUBYR,Month-to-Month,Yes,Bank transfer (automatic),74.6,44.73,74.6,0.0,0,44.73,119.33,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,Fallbrook,92028,42239,33.362575,-117.299644,1,Yes,3,Yes,Offer E,Yes,1,2634,2634,Male,63,No,No,Yes,No,0,Yes,1,5861,Churned,75,Yes,1,Competitor,Competitor made better offer
2635,3748-FVMZZ,Month-to-Month,Yes,Electronic check,40.05,0.0,162.45,0.0,0,0.0,162.45,No,Yes,No,No,No,Yes,No,Yes,Yes,DSL,United States,California,Oakland,94610,29964,37.808731,-122.238708,4,No,13,Yes,,No,0,2635,2635,Male,33,No,No,No,No,0,No,4,2664,Stayed,57,No,0,Not Applicable,
